subjects,verbs,objects,sentences,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,جوتا,بڑی بہن جوتا پہن کر سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,ٹوپی,بڑی بہن ٹوپی پہن کر سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,سکرٹ,بڑی بہن سکرٹ پہن کر سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,ٹائی,بڑی بہن ٹائی پہن کر سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,یونیفارم,بڑی بہن یونیفارم پہن کر سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,موزے,بڑی بہن موزے پہن کر سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,گلفز,بڑی بہن گلفز پہن کر سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,بنیان,بڑی بہن بنیان پہن کر سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,بیڈ روم,بڑی بہن بیڈ روم میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,گھر,بڑی بہن گھر میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,سکول,بڑی بہن سکول میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,بس سٹاپ,بڑی بہن بس سٹاپ پہ سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,سٹیشن,بڑی بہن سٹیشن پہ سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,چڑیاگھر,بڑی بہن چڑیاگھر میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,پارک,بڑی بہن پارک میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,کیچن,بڑی بہن کیچن میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,ٹی وی روم,بڑی بہن ٹی وی روم میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,واش روم,بڑی بہن واش روم میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,باتھ روم,بڑی بہن باتھ روم میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,ہسپتال,بڑی بہن ہسپتال میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,بازار,بڑی بہن بازار میں سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,صبح,بڑی بہن صبح کے وقت سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,دوپہر,بڑی بہن دوپہر کے وقت سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,شام,بڑی بہن شام کے وقت سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,سکیٹنگ,رات,بڑی بہن رات کے وقت سکیٹنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,پانی,لڑکا پانی پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,دودھ,لڑکا دودھ پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,جوس,لڑکا جوس پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,چائے,لڑکا چائے پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,چاول,لڑکا چائے کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,ڈبل روٹی,لڑکا ڈبل روٹی کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,ٹوفی,لڑکا ٹوفی کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,چاکلیٹ,لڑکا چاکلیٹ کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,بسکٹ,لڑکا بسکٹ کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,آ ئسکریم,لڑکا آ ئسکریم کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,برگر,لڑکا برگرکھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,سینڈوچ,لڑکا سینڈوچ کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,سوپ,لڑکا سوپ پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,نوڈلز,لڑکا نوڈلزکھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,میکرونی,لڑکا میکرونی کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,پاستا,لڑکا پاستاکھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,پیزا,لڑکا پیزا کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,لنچ باکس,لڑکا لنچ باکس کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,چپس,لڑکا چپس کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,شوز,لڑکا شوز پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,شرٹ,لڑکا شرٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,ٹی شرٹ,لڑکا ٹی شرٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,پینٹ,لڑکا پینٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,شلوار  قمیض ,لڑکا شلوار  قمیض  پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,قمیص,لڑکا قمیص پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,جیکٹ,لڑکا جیکٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,جوتا,لڑکا جوتا پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,ٹوپی,لڑکا ٹوپی پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,سکرٹ,لڑکا سکرٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,ٹائی,لڑکا ٹائی پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,یونیفارم,لڑکا یونیفارم پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,موزے,لڑکا موزے پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,گلفز,لڑکا گلفز پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,بنیان,لڑکا بنیان پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,بیڈ روم,لڑکا بیڈ روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,گھر,لڑکا گھر میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,سکول,لڑکا سکول میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,بس سٹاپ,لڑکا بس سٹاپ پہ سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,سٹیشن,لڑکا سٹیشن پہ سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,چڑیاگھر,لڑکا چڑیاگھر میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,پارک,لڑکا پارک میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,کیچن,لڑکا کیچن میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,ٹی وی روم,لڑکا ٹی وی روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,واش روم,لڑکا واش روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,باتھ روم,لڑکا باتھ روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,ہسپتال,لڑکا ہسپتال میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,بازار,لڑکا بازار میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,صبح,لڑکا صبح کے وقت سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,دوپہر,لڑکا دوپہر کے وقت سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,شام,لڑکا شام کے وقت سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,سکیٹنگ,رات,لڑکا رات کے وقت سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,پانی,چھوٹا بھائی پانی پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,دودھ,چھوٹا بھائی دودھ پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,جوس,چھوٹا بھائی جوس پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,چائے,چھوٹا بھائی چائے پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,چاول,چھوٹا بھائی چائے کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,ڈبل روٹی,چھوٹا بھائی ڈبل روٹی کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,ٹوفی,چھوٹا بھائی ٹوفی کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,چاکلیٹ,چھوٹا بھائی چاکلیٹ کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,بسکٹ,چھوٹا بھائی بسکٹ کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,آ ئسکریم,چھوٹا بھائی آ ئسکریم کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,برگر,چھوٹا بھائی برگرکھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,سینڈوچ,چھوٹا بھائی سینڈوچ کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,سوپ,چھوٹا بھائی سوپ پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,نوڈلز,چھوٹا بھائی نوڈلزکھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,میکرونی,چھوٹا بھائی میکرونی کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,پاستا,چھوٹا بھائی پاستاکھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,پیزا,چھوٹا بھائی پیزا کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,لنچ باکس,چھوٹا بھائی لنچ باکس کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,چپس,چھوٹا بھائی چپس کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,شوز,چھوٹا بھائی شوز پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,شرٹ,چھوٹا بھائی شرٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,ٹی شرٹ,چھوٹا بھائی ٹی شرٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,پینٹ,چھوٹا بھائی پینٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,شلوار  قمیض ,چھوٹا بھائی شلوار  قمیض  پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,قمیص,چھوٹا بھائی قمیص پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,جیکٹ,چھوٹا بھائی جیکٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,جوتا,چھوٹا بھائی جوتا پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,ٹوپی,چھوٹا بھائی ٹوپی پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,سکرٹ,چھوٹا بھائی سکرٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,ٹائی,چھوٹا بھائی ٹائی پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,یونیفارم,چھوٹا بھائی یونیفارم پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,موزے,چھوٹا بھائی موزے پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,گلفز,چھوٹا بھائی گلفز پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,بنیان,چھوٹا بھائی بنیان پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,بیڈ روم,چھوٹا بھائی بیڈ روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,گھر,چھوٹا بھائی گھر میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,سکول,چھوٹا بھائی سکول میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,بس سٹاپ,چھوٹا بھائی بس سٹاپ پہ سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,سٹیشن,چھوٹا بھائی سٹیشن پہ سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,چڑیاگھر,چھوٹا بھائی چڑیاگھر میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,پارک,چھوٹا بھائی پارک میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,کیچن,چھوٹا بھائی کیچن میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,ٹی وی روم,چھوٹا بھائی ٹی وی روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,واش روم,چھوٹا بھائی واش روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,باتھ روم,چھوٹا بھائی باتھ روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,ہسپتال,چھوٹا بھائی ہسپتال میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,بازار,چھوٹا بھائی بازار میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,صبح,چھوٹا بھائی صبح کے وقت سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,دوپہر,چھوٹا بھائی دوپہر کے وقت سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,شام,چھوٹا بھائی شام کے وقت سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,سکیٹنگ,رات,چھوٹا بھائی رات کے وقت سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,پانی,بڑا بھائی پانی پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,دودھ,بڑا بھائی دودھ پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,جوس,بڑا بھائی جوس پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,چائے,بڑا بھائی چائے پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,چاول,بڑا بھائی چائے کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,ڈبل روٹی,بڑا بھائی ڈبل روٹی کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,ٹوفی,بڑا بھائی ٹوفی کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,چاکلیٹ,بڑا بھائی چاکلیٹ کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,بسکٹ,بڑا بھائی بسکٹ کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,آ ئسکریم,بڑا بھائی آ ئسکریم کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,برگر,بڑا بھائی برگرکھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,سینڈوچ,بڑا بھائی سینڈوچ کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,سوپ,بڑا بھائی سوپ پی کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,نوڈلز,بڑا بھائی نوڈلزکھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,میکرونی,بڑا بھائی میکرونی کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,پاستا,بڑا بھائی پاستاکھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,پیزا,بڑا بھائی پیزا کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,لنچ باکس,بڑا بھائی لنچ باکس کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,چپس,بڑا بھائی چپس کھا کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,شوز,بڑا بھائی شوز پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,شرٹ,بڑا بھائی شرٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,ٹی شرٹ,بڑا بھائی ٹی شرٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,پینٹ,بڑا بھائی پینٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,شلوار  قمیض ,بڑا بھائی شلوار  قمیض  پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,قمیص,بڑا بھائی قمیص پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,جیکٹ,بڑا بھائی جیکٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,جوتا,بڑا بھائی جوتا پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,ٹوپی,بڑا بھائی ٹوپی پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,سکرٹ,بڑا بھائی سکرٹ پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,ٹائی,بڑا بھائی ٹائی پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,یونیفارم,بڑا بھائی یونیفارم پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,موزے,بڑا بھائی موزے پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,گلفز,بڑا بھائی گلفز پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,بنیان,بڑا بھائی بنیان پہن کر سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,بیڈ روم,بڑا بھائی بیڈ روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,گھر,بڑا بھائی گھر میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,سکول,بڑا بھائی سکول میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,بس سٹاپ,بڑا بھائی بس سٹاپ پہ سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,سٹیشن,بڑا بھائی سٹیشن پہ سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,چڑیاگھر,بڑا بھائی چڑیاگھر میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,پارک,بڑا بھائی پارک میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,کیچن,بڑا بھائی کیچن میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,ٹی وی روم,بڑا بھائی ٹی وی روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,واش روم,بڑا بھائی واش روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,باتھ روم,بڑا بھائی باتھ روم میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,سکیٹنگ,ہسپتال,بڑا بھائی ہسپتال میں سکیٹنگ کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
